,total,benign,malware,b-m
movxormovcalmovtesjz_,4289,0.2175,0.2604,-0.0429
xorcmpsetret,18770,1.0309,1.0738,-0.0429
btsmovmovmovjmp,2319,0.1068,0.1498,-0.043
pusmovpusmovpuscaltesjz_,2108,0.0949,0.138,-0.0431
movmovaddxorxormovaddtesjz_,2517,0.1179,0.161,-0.0431
movpusmovtesjnz,4969,0.2556,0.2987,-0.0431
submovsarcmpja_,1948,0.0859,0.129,-0.0431
movcalmovmovmovmovmovpoppopret,3011,0.1456,0.1888,-0.0432
puspusmovxorcmpjz_,3407,0.1678,0.211,-0.0432
puspuspuspuspusmovmovxormovmov...,1793,0.0771,0.1204,-0.0433
pussubxorcmpjz_,1948,0.0856,0.1292,-0.0436
or_puscaltesjge,2487,0.1157,0.1597,-0.044
leapuscalpopcmpjnz,2619,0.1231,0.1671,-0.044
pusmovmovpusmovcmpjz_,2403,0.111,0.155,-0.044
movpusmovpuspusmovcmpjnz,1796,0.0769,0.1209,-0.044
pusleapuscalmovmovpoppoppopmov...,2465,0.1144,0.1585,-0.0441
puspuspuscaladdpoppoppoppopret,2554,0.1194,0.1635,-0.0441
incmovpopret,2628,0.1235,0.1677,-0.0442
movmovmovmovpoppopret,5199,0.2679,0.3121,-0.0442
puspusmovmovcaltesjz_,5293,0.2732,0.3174,-0.0442
movmovsarmovtesjz_,2184,0.0985,0.1428,-0.0443
movmovcalmovmovaddpoppoppoppop...,2147,0.0964,0.1408,-0.0444
cmpmovjz_,101340,5.6681,5.7125,-0.0444
puscalpoppoppoppoppopret,5869,0.3054,0.3499,-0.0445
puspusmovcalpoppopret,3457,0.1699,0.2144,-0.0445
pusmovandcmpjz_,1805,0.0771,0.1216,-0.0445
movxorxoror_movcmpjz_,1955,0.0855,0.1301,-0.0446
pusmovpusxorpuspuspusmovleamov...,5201,0.2678,0.3124,-0.0446
movpopmovpoppopmovpopret,2345,0.1074,0.152,-0.0446
incxormovmovcalmovmovmovcaltes...,1922,0.0835,0.1283,-0.0448
decmovmovtesjz_,3441,0.1688,0.2137,-0.0449
popcmpjnz,4925,0.2521,0.2971,-0.045
xormovxorjmp,6528,0.3421,0.3872,-0.0451
movxormovmovcalret,2024,0.0891,0.1342,-0.0451
movaddmovmovcmpjle,3431,0.1681,0.2133,-0.0452
movmovpussubcmpmovmovjz_,2080,0.0922,0.1374,-0.0452
or_inccmpjl_,2050,0.0905,0.1357,-0.0452
movmovxormovmovcmpjz_,2078,0.0921,0.1373,-0.0452
pusxorcmppuspusjnz,2679,0.1258,0.171,-0.0452
puspuspuspuspuscalmovtesjz_,2766,0.1306,0.176,-0.0454
movpuscmpjnz,6437,0.3368,0.3822,-0.0454
movandmovdecshrdeccmpjb_,2184,0.0979,0.1433,-0.0454
puspuspusmovjmp,1890,0.0813,0.1269,-0.0456
puspuscalmovmovxormovcalmovand...,2947,0.1406,0.1863,-0.0457
puspuscalpoppopmovmovcmpjnz,2480,0.1143,0.1601,-0.0458
pusxorcmpjle,4555,0.2308,0.2767,-0.0459
movpusmovmovmovmovcaljmp,4717,0.2399,0.2859,-0.046
movmovsubmovjz_,1864,0.0796,0.1256,-0.046
pussubmovmovmovcaltesjz_,3359,0.1636,0.2096,-0.046
sbbor_ret,2626,0.1223,0.1685,-0.0462
movmovpuspuspusjmp,1954,0.0845,0.1308,-0.0463
lealeamovcalcmpjnz,3530,0.173,0.2193,-0.0463
puspusmovmovcmpjnz,29649,1.6401,1.6864,-0.0463
incxormovmovcalmovcaltesjnz,3446,0.1682,0.2147,-0.0465
movmovleamovmovmovmovmovmovcmp...,2050,0.0897,0.1363,-0.0466
dectesjg_,5798,0.3002,0.3469,-0.0467
puspuscmpjbe,2227,0.0996,0.1463,-0.0467
puspuscaladdcmpjnz,6295,0.3281,0.3748,-0.0467
movmovmovmovaddmovmovmovmovmov...,1846,0.0781,0.125,-0.0469
inclealeamovmovaddadddecjnz,1808,0.0759,0.123,-0.0471
puspusmovxorcmpjnz,3904,0.1936,0.2407,-0.0471
movmovleamovcmpjg_,1982,0.0856,0.1327,-0.0471
calxoraddret,2718,0.1269,0.1741,-0.0472
pusmovpuspuspuspuspuscaltesjz_,2166,0.0959,0.1431,-0.0472
calxormovpopret,3020,0.1438,0.1911,-0.0473
puspuspuspuspuspuscaladdtesjz_,2608,0.1207,0.168,-0.0473
movmovmovcalmovmovcalpoppopret,3175,0.1525,0.1999,-0.0474
incincaddcmpjb_,2563,0.1181,0.1655,-0.0474
leashrcmpja_,2471,0.1128,0.1604,-0.0476
leapuspuscalcmpjz_,2132,0.0938,0.1414,-0.0476
leacmpjl_,7800,0.4121,0.4598,-0.0477
pusleapopcmpjnz,2494,0.1141,0.1618,-0.0477
xormovsubjz_,2574,0.1185,0.1663,-0.0478
movsubmovcmpja_,2638,0.122,0.17,-0.048
puscaltespopmovjnz,2433,0.1105,0.1585,-0.048
movmovleacalcmpjnz,2573,0.1183,0.1664,-0.0481
movmovpuspuspuspusmovcalpoppop...,1856,0.078,0.1261,-0.0481
movor_movmovmovmovcaltesjz_,1913,0.0812,0.1293,-0.0481
puspuscaladdcmpjz_,7059,0.3702,0.4184,-0.0482
movcalmovmovtesjs_,2278,0.1016,0.1499,-0.0483
movaddcmpmovjl_,2080,0.0905,0.1388,-0.0483
puspuspuspuspuspuscalmovmovcmp...,2687,0.1244,0.173,-0.0486
addaddpopandjz_,4254,0.2124,0.261,-0.0486
movdeccmpjb_,4025,0.1996,0.2482,-0.0486
movpoppoppoplearet,13757,0.7462,0.7949,-0.0487
inccmpmovjnz,3276,0.1574,0.2062,-0.0488
movmovmovcalmovpoppoppopret,3580,0.1744,0.2234,-0.049
pusmovmovmovcalmovcaltesjz_,2559,0.117,0.166,-0.049
movmovmovaddpopjmp,8394,0.4448,0.4938,-0.049
andmovmovpusjmp,2083,0.0902,0.1393,-0.0491
movmovaddjo_,3122,0.1485,0.1977,-0.0492
pusmovpuscaltesjz_,13555,0.7343,0.784,-0.0497
pusmovsubjz_,1821,0.0751,0.1249,-0.0498
puspusaddmovmovcalpusmovmovlea...,1947,0.0822,0.132,-0.0498
pusmovpuspusmovcaltesjz_,1975,0.0838,0.1336,-0.0498
calmovor_popret,1877,0.0782,0.1281,-0.0499
movaddinctesjnz,2297,0.1018,0.1517,-0.0499
movsubmovjnz,5002,0.2537,0.3037,-0.05
movmovpuspuspuspusjmp,1782,0.0728,0.1229,-0.0501
xorinctesjz_,2206,0.0965,0.1467,-0.0502
movpusmovpusmovmovtesjz_,3204,0.1526,0.2028,-0.0502
pusmovpusmovmovmovcmpjz_,3438,0.1657,0.2159,-0.0502
movcmpmovjl_,4515,0.2261,0.2765,-0.0504
xormovxorpuspuspusmovcmpjz_,2621,0.1197,0.1701,-0.0504
puscalmovaddtesjnz,7067,0.3694,0.4199,-0.0505
pusxorcmpjbe,2276,0.1003,0.1508,-0.0505
movpuspuspuscalmovaddtesjz_,2066,0.0885,0.139,-0.0505
andcmpjle,2830,0.1314,0.182,-0.0506
movdectesjg_,2583,0.1175,0.1681,-0.0506
movmovmovmovleapusmovmovpuscal...,2641,0.1207,0.1714,-0.0507
xorcmpsetcmpjz_,2406,0.1075,0.1582,-0.0507
puspuspuspusmovmovmovpusleapus...,2361,0.1049,0.1557,-0.0508
puspuspuspusmovmovmovmovcaljz_,2473,0.1112,0.162,-0.0508
movcalxoraddpopret,2115,0.0911,0.1419,-0.0508
pusmovcmppusjz_,2088,0.0896,0.1404,-0.0508
calxorcmpjz_,1872,0.0774,0.1283,-0.0509
movpussubcmpmovjz_,4292,0.2132,0.2643,-0.0511
puscalpoppoppoppopmovpopret,3935,0.1932,0.2443,-0.0511
movcalxorpuspuspusmovmovcmpjnz,2688,0.1231,0.1742,-0.0511
pusmovcmpjge,2628,0.1197,0.1708,-0.0511
puscalandcmpjz_,3107,0.1466,0.1978,-0.0512
movmovcalleamovcaljmp,1824,0.0745,0.1257,-0.0512
leamovcalmovmovcalpoppoppoppop...,2469,0.1107,0.162,-0.0513
movxormovmovmovcmpjz_,1855,0.0762,0.1275,-0.0513
incdectesjnz,1853,0.0761,0.1274,-0.0513
puscalpoppopmovpopret,1785,0.0723,0.1236,-0.0513
fstfldret,2331,0.1029,0.1543,-0.0514
shrshrcmpjnz,4387,0.2184,0.2698,-0.0514
calpopaddret,4893,0.2468,0.2982,-0.0514
calandret,2066,0.088,0.1394,-0.0514
xorleacalcmpjnz,6302,0.3259,0.3774,-0.0515
submovcaltesjz_,3778,0.1841,0.2356,-0.0515
movmovcalmovmovtesjle,1981,0.0832,0.1347,-0.0515
incincor_movjmp,1913,0.0793,0.1309,-0.0516
movpuspusmovcaltesjnz,3104,0.1462,0.1978,-0.0516
movxormovcaltesjl_,1910,0.0791,0.1308,-0.0517
andinccmpjb_,1817,0.0738,0.1256,-0.0518
movmovmovmovmovtesjbe,1897,0.0783,0.1301,-0.0518
pusmovpuspuspuspusmovxorpuspus...,2784,0.128,0.18,-0.052
pusmovmovmovaddmovmovcaldecjg_,2839,0.1311,0.1831,-0.052
movmovmovsubmovsubmovjmp,2175,0.0938,0.1458,-0.052
andmovmovmovjmp,2886,0.1337,0.1858,-0.0521
calmovmovcalmovmovmovaddpopret,2453,0.1094,0.1615,-0.0521
caladdtesjnz,1959,0.0816,0.1338,-0.0522
puspusmovmovtesmovjnz,2313,0.1013,0.1537,-0.0524
movcmpjnbmovcmpjnz,5671,0.2899,0.3424,-0.0525
puscalpopmovfstwairet,1911,0.0786,0.1313,-0.0527
movsubmovcmpjl_,5218,0.2643,0.3171,-0.0528
movmovcmpmovjge,2578,0.116,0.1688,-0.0528
movpuspuscalcmpjnz,2386,0.1052,0.1581,-0.0529
poppoppopmovpopaddret,21254,1.165,1.2179,-0.0529
movmovsarjnsadcmovmovjmp,2787,0.1277,0.1806,-0.0529
puspusmovpuscaladdtesjnz,3407,0.1625,0.2154,-0.0529
lealeaaddcmpjnbcmpjnz,1909,0.0782,0.1314,-0.0532
puspuspuspuscalmovcmpjnz,5320,0.2698,0.323,-0.0532
movmovmovmovmovmovmovmovmovmov...,2366,0.1038,0.1571,-0.0533
addandmovjmp,2480,0.1102,0.1635,-0.0533
puscaladdmovmovmovpoppoppoppop...,1795,0.0717,0.1251,-0.0534
andcmpmovjnz,2057,0.0864,0.1398,-0.0534
xoror_movmovmovmovmovmovjmp,1983,0.0822,0.1357,-0.0535
movpoptesjz_,2368,0.1038,0.1573,-0.0535
movjs_,1844,0.0744,0.1279,-0.0535
submovleacmpja_,2079,0.0875,0.1412,-0.0537
movdecleacaljmp,3912,0.1904,0.2442,-0.0538
movmovleacmpjb_,9595,0.5096,0.5634,-0.0538
movjl_,2355,0.1029,0.1567,-0.0538
xormovxorcalmovpopret,2064,0.0866,0.1404,-0.0538
movcalpoppoppoplearet,1821,0.0729,0.1268,-0.0539
andandcmpjnz,2359,0.1031,0.157,-0.0539
movmovmovmovpoppoppoppopmovpop...,4295,0.2118,0.2658,-0.054
pusmovpusmovpuscaltesjnz,1986,0.0821,0.1361,-0.054
leapusleapuspuspuscaltesjz_,1810,0.0722,0.1262,-0.054
xoraddcmpja_,1782,0.0706,0.1247,-0.0541
lealeacalmovcmpjz_,2085,0.0875,0.1418,-0.0543
puspusmovmovmovmovcalmovcalpop...,2174,0.0924,0.1468,-0.0544
tesleajz_,3585,0.1717,0.2261,-0.0544
puscalcmppopmovjnz,2165,0.0919,0.1463,-0.0544
movmovxorpoppopret,2462,0.1085,0.1631,-0.0546
puspuspusaddmovmovmovmovcalmov...,4643,0.231,0.2857,-0.0547
puscalpopmovmovmovcmpjz_,3541,0.1691,0.2238,-0.0547
movmovsubja_,1977,0.0811,0.136,-0.0549
leamovmovcalmovjmp,12612,0.6784,0.7334,-0.055
fstcmpjnz,1842,0.0734,0.1285,-0.0551
fldmovfstjmp,2244,0.096,0.1511,-0.0551
tesleapusjz_,2184,0.0926,0.1478,-0.0552
xaddecjnz,2118,0.0889,0.1441,-0.0552
incxorjmp,2134,0.0897,0.145,-0.0553
puspuspuspuscaladdcmpjz_,5837,0.2977,0.353,-0.0553
leamovmovmovmovmovcaltesjz_,2007,0.0826,0.1379,-0.0553
addmovmovcmpjb_,2519,0.1113,0.1666,-0.0553
movleapuspuspuscaladdtesjz_,1974,0.0807,0.136,-0.0553
movdecret,2005,0.0824,0.1378,-0.0554
movfldret,2489,0.1096,0.165,-0.0554
scajnz,2172,0.0917,0.1473,-0.0556
or_cmpja_,2984,0.1373,0.1929,-0.0556
movandor_jnz,2723,0.1226,0.1783,-0.0557
puscmpleajb_,2092,0.0871,0.1428,-0.0557
sbbor_jmp,3562,0.1697,0.2254,-0.0557
movcalxormovmovleamovcalpoppop...,2652,0.1185,0.1743,-0.0558
movpuscalmovmovtesjz_,17971,0.9789,1.0349,-0.056
puscalmovmovmovtesjz_,2059,0.0851,0.1411,-0.056
movmovlealeacaljmp,1924,0.0775,0.1336,-0.0561
calcalcalpoppoppoppopret,1996,0.0814,0.1377,-0.0563
movmovcalmovaddpoppoppoppopret,2259,0.0961,0.1525,-0.0564
pusmovmovpustesjz_,2535,0.1116,0.1681,-0.0565
puspusmovmovpuscaltesjz_,1867,0.074,0.1306,-0.0566
pusmovpusmovxortesjz_,2063,0.0849,0.1417,-0.0568
movmovcmpmovmovjnz,1843,0.0725,0.1293,-0.0568
pussubmovmovaddpopjmp,7920,0.4139,0.4707,-0.0568
xchmovcmpjnz,2851,0.1291,0.186,-0.0569
movleamovmovinctesjnz,2430,0.1054,0.1624,-0.057
movpopmovmovpoppopret,1880,0.0743,0.1317,-0.0574
movmovinccmpja_,1840,0.0719,0.1295,-0.0576
movmovpussubmovtesjnz,3459,0.1629,0.2205,-0.0576
xormovxorandsubincmovret,4050,0.196,0.2537,-0.0577
movcalnopcmpjnz,1936,0.0772,0.135,-0.0578
xorxorcmpjnz,3009,0.1374,0.1953,-0.0579
puspuspuscalcmpjz_,6443,0.3303,0.3882,-0.0579
movmovinccmpjb_,8514,0.4466,0.5046,-0.058
andmovpopret,2790,0.1251,0.1831,-0.058
xortessettesjz_,2720,0.1211,0.1792,-0.0581
calpuspoppuspuspuspuspusmovcal...,3672,0.1745,0.2327,-0.0582
puspusmovcalcmpjz_,3494,0.1645,0.2227,-0.0582
movxormovmovmovmovret,3217,0.1489,0.2072,-0.0583
movpusmovmovmovtesjz_,4052,0.1957,0.2541,-0.0584
puspuspuspusjmp,12175,0.652,0.7104,-0.0584
puspuscalpoppoppoppopret,2613,0.1149,0.1733,-0.0584
movmovmovmovmovcmpjge,5413,0.2721,0.3307,-0.0586
movsubmovtesjz_,5919,0.3005,0.3591,-0.0586
pusleacalmovtesjnz,2505,0.1087,0.1673,-0.0586
movleamovmovcalmovcmpjnz,2491,0.1078,0.1667,-0.0589
pussubtesmovjz_,4745,0.2344,0.2933,-0.0589
movmovcalxormovmovjmp,3430,0.1605,0.2194,-0.0589
puspuspusmovmovmovmovmovcalmov...,2112,0.0864,0.1455,-0.0591
pusmovmovpusmovtesjz_,3883,0.1859,0.245,-0.0591
movmovmovcalmovpuspuscalmovjmp,3281,0.1519,0.2113,-0.0594
leasubjz_,2199,0.0911,0.1506,-0.0595
pusmovpusmovmovmovmovcaltesjz_,3767,0.1789,0.2388,-0.0599
movmovmovxorcmpjnz,5685,0.2866,0.3466,-0.06
submovtesjle,6743,0.346,0.406,-0.06
or_movret,6954,0.3579,0.4179,-0.06
movpuscalandmovtesjz_,2123,0.0863,0.1467,-0.0604
leaandaddcmpjz_,1902,0.0738,0.1344,-0.0606
calleamovcaljmp,3239,0.1488,0.2096,-0.0608
puspuspuscalmovcmpjnz,4383,0.2129,0.2739,-0.061
leapuspuspuspuscaljmp,3664,0.1725,0.2335,-0.061
xorcmpjb_,5732,0.2886,0.3498,-0.0612
puspoppoppoppoppopret,1912,0.0739,0.1353,-0.0614
calmovmovpoppoppopmovpopret,2246,0.0926,0.1542,-0.0616
movmovmovmovmovmovmovmovmovmov...,2001,0.0788,0.1404,-0.0616
movpuspusmovcalmovtesjz_,2295,0.0953,0.1569,-0.0616
calmovmovcmpjnbmovjmp,1896,0.0729,0.1345,-0.0616
pusmovaddpuspusmovmovcmpjnz,3286,0.1509,0.2126,-0.0617
or_cmpjl_,2443,0.1036,0.1653,-0.0617
andcmpjge,2784,0.1226,0.1845,-0.0619
leapusleamovmovcaltesjz_,4571,0.2229,0.2849,-0.062
cmppoppopjnz,3796,0.1794,0.2414,-0.062
subsubtescmpjnbsubmovtesmovmov...,2158,0.0874,0.1494,-0.062
puspoplearet,2923,0.1304,0.1924,-0.062
leamovleatesjnz,2904,0.1293,0.1913,-0.062
movinccmpjl_,17240,0.9345,0.9966,-0.0621
leamovmovmovmovcaltesjnz,2136,0.086,0.1483,-0.0623
addcmpmovjb_,3108,0.1406,0.2029,-0.0623
pusmovtespusjz_,3633,0.17,0.2324,-0.0624
pusmovmovcmpjb_,6368,0.3237,0.3861,-0.0624
movmovmovdecjz_,1973,0.0767,0.1392,-0.0625
leamovmovmovmovmovjmp,3605,0.1684,0.2309,-0.0625
subaddcalxoraddret,1782,0.066,0.1285,-0.0625
movcalcalret,2249,0.0922,0.1548,-0.0626
lealeamovmovcaltesjnz,1794,0.0666,0.1292,-0.0626
movcalmovxorpuspuspusmovmovdec...,2848,0.1257,0.1885,-0.0628
leamovmovmovmovcmpjz_,4145,0.1986,0.2614,-0.0628
pusmovmovmovtesjz_,26908,1.4771,1.54,-0.0629
movpusmovpuscalmovtesjz_,3876,0.1834,0.2463,-0.0629
movcalxormovaddpopret,1971,0.0764,0.1393,-0.0629
addpusshrjz_,2835,0.1249,0.1878,-0.0629
movcalfiswaijmp,8086,0.4199,0.4828,-0.0629
calandcalmovcalor_addret,2328,0.0964,0.1594,-0.063
leapuspuspuspuscaladdtesjnz,2015,0.0788,0.1418,-0.063
incaddsubjnz,2457,0.1036,0.1667,-0.0631
movandcmpjg_,4377,0.2114,0.2745,-0.0631
tesjnbnegadcnegor_tesmovmovjnz,2000,0.0779,0.1411,-0.0632
puspuscalmovaddtesjz_,12077,0.6438,0.7071,-0.0633
puspuspuscalpoppoppopret,1792,0.0661,0.1294,-0.0633
puspuscaltespoppopjz_,4010,0.1907,0.254,-0.0633
pusleapuspuspuscalcmpjz_,2131,0.0851,0.1485,-0.0634
calmovshlmovjmp,5091,0.2514,0.3148,-0.0634
puscalpoppoppoppoplearet,1837,0.0685,0.1321,-0.0636
incaddaddcmpjb_,2572,0.1097,0.1734,-0.0637
puscaladdpoppoppoppopret,3043,0.1362,0.1999,-0.0637
leacaltesmovjz_,1822,0.0676,0.1313,-0.0637
nopmovmovmovcmpjz_,2755,0.12,0.1837,-0.0637
movcalcmpjb_,4472,0.2163,0.2803,-0.064
movmovpusmovcalmovcmpjnz,1883,0.0708,0.1349,-0.0641
addpusjmp,2292,0.0938,0.1579,-0.0641
puspuspuspuscalpoppopret,5046,0.2484,0.3126,-0.0642
rorjmp,3218,0.1457,0.21,-0.0643
puscalmovpopmovandtesjz_,2022,0.0785,0.1428,-0.0643
fdiaddret,2029,0.0788,0.1432,-0.0644
movleamovaddcmpjnz,4892,0.2396,0.3041,-0.0645
movsubmovcmpjnz,9510,0.4986,0.5638,-0.0652
andtesjnz,5677,0.2832,0.3486,-0.0654
calor_jz_,2305,0.0937,0.1593,-0.0656
puscalmovmovmovjmp,2278,0.0922,0.1578,-0.0656
leamovcalmovmovcalincmovcalcmp...,1888,0.0702,0.1359,-0.0657
movmovxorcmpjnz,4923,0.2407,0.3064,-0.0657
movpusmovcaltesjnz,6467,0.3274,0.3932,-0.0658
pusmovpuspusmovpusmovmovmovcal...,4143,0.1967,0.2627,-0.066
cvtjmp,1955,0.0738,0.1398,-0.066
or_negjmp,2433,0.1006,0.1667,-0.0661
movsubjo_,1907,0.0711,0.1372,-0.0661
incincinccmpjl_,3102,0.1382,0.2043,-0.0661
movpusmovpuspuspusmovpussubpus...,2095,0.0816,0.1478,-0.0662
pussubxormovtesjz_,2181,0.0864,0.1526,-0.0662
movaddmovmovaddxorxormovaddtes...,2050,0.0787,0.1455,-0.0668
puspuspuspuspuscaladdmovjmp,3643,0.1682,0.235,-0.0668
xorcmpjg_,7949,0.41,0.4769,-0.0669
poppopxorpopmovxorcalmovpopret,2258,0.0902,0.1573,-0.0671
movpusxorcmpjz_,2894,0.1259,0.1931,-0.0672
movcalpusmovcaljmp,2069,0.0795,0.1468,-0.0673
leacalmovmovmovjmp,3345,0.1511,0.2185,-0.0674
movpuspuspuscalpopret,2018,0.0766,0.144,-0.0674
movmovpussubxormovmovtesjz_,2291,0.0919,0.1593,-0.0674
movcmpjnbmovtesjz_,2294,0.0921,0.1595,-0.0674
xormovxormovpuscalmovpuscalmov...,2247,0.0893,0.1569,-0.0676
incmovincjmp,3887,0.1814,0.2491,-0.0677
movmovcalmovmovmovjmp,5686,0.2823,0.3503,-0.068
puspuscaltespoppopjnz,5026,0.2452,0.3133,-0.0681
movmovmovxorcalmovaddpoppoppop...,1896,0.0693,0.1375,-0.0682
movmovpussubmovmovcmpjz_,2536,0.1052,0.1735,-0.0683
puscalpopmovmovpuscalmovjmp,2147,0.0833,0.1517,-0.0684
pusmovpuspuscaladdtesjz_,3688,0.1698,0.2383,-0.0685
incret,18422,0.9974,1.0659,-0.0685
subpopret,2609,0.1091,0.1777,-0.0686
movmovsubcmpjge,6518,0.3287,0.3973,-0.0686
pusleapuspuspuscaladdtesjnz,1909,0.0698,0.1384,-0.0686
addmovshrmovleanotanddecjnz,1892,0.0688,0.1375,-0.0687
movmovaddxorxoraddtesjz_,2145,0.083,0.1517,-0.0687
movmovmovmovcalpoppoppoppopret,5730,0.2841,0.3533,-0.0692
calxormovcaljmp,1796,0.0631,0.1323,-0.0692
movmovmovfilfstwaijmp,7689,0.3941,0.4634,-0.0693
pusmovcmppusjnz,2457,0.1002,0.1695,-0.0693
negaddcmpjnz,1892,0.0685,0.1378,-0.0693
puscalpopmovpoppoppopret,3759,0.1733,0.2427,-0.0694
movmovmovsubcmpjl_,4004,0.187,0.2565,-0.0695
or_movmovmovmovmovjmp,2160,0.0832,0.1531,-0.0699
or_movcaltesjz_,2936,0.1267,0.1968,-0.0701
incdecjz_,2863,0.1226,0.1927,-0.0701
movdecmovjmp,5216,0.2547,0.3249,-0.0702
movincmovcmpjl_,5587,0.2755,0.3458,-0.0703
movpusmovsubmovmovmovmovmovmov...,2025,0.0754,0.1457,-0.0703
shlincjmp,2759,0.1165,0.187,-0.0705
puspuspuspuscaladdpoppopret,3100,0.1357,0.2062,-0.0705
movmovshrmovor_leamovmovjmp,1798,0.0625,0.133,-0.0705
movor_popret,2469,0.1001,0.1708,-0.0707
puspuscalmovmovjmp,3730,0.1709,0.2417,-0.0708
movpusxortesjz_,2463,0.0997,0.1705,-0.0708
calmovmovpoppoppopret,1829,0.064,0.135,-0.071
btsmovjmp,2297,0.0903,0.1613,-0.071
puspuspusmovmovxortesjle,2666,0.111,0.1821,-0.0711
pusleapuscalpoppoptesjnz,2099,0.0791,0.1502,-0.0711
movmovleamovinctesjnz,3033,0.1316,0.2027,-0.0711
xorleamovmovpoppoppoplearet,3521,0.1589,0.2302,-0.0713
movpuscalinccmpjl_,1923,0.0691,0.1405,-0.0714
movmovpussubmovtesjz_,2311,0.0908,0.1623,-0.0715
movmovmovleajmp,7029,0.3558,0.4274,-0.0716
poppopmovpoplearet,2468,0.0995,0.1712,-0.0717
calpuscaljmp,1953,0.0706,0.1423,-0.0717
movmovmovmovmovmovmovcmpjz_,10956,0.5762,0.648,-0.0718
movmovmovaddcmpjge,2976,0.128,0.1998,-0.0718
movmovadddecjnz,4993,0.2412,0.3132,-0.072
movmovdecjs_,2899,0.1236,0.1956,-0.072
calpopjmp,2639,0.1089,0.181,-0.0721
pusmovmovpuscalmovcmpjz_,2485,0.1002,0.1724,-0.0722
movpuspuscaltesmovjnz,1796,0.0615,0.1337,-0.0722
cmppoppopjz_,2425,0.0968,0.1691,-0.0723
leacalcmpjb_,1945,0.0697,0.1422,-0.0725
or_movaddmovjmp,1868,0.0654,0.1379,-0.0725
puspuspuspuscalmovtesjz_,6235,0.3106,0.3833,-0.0727
fdipopret,1888,0.0664,0.1391,-0.0727
xorpoplearet,6880,0.3466,0.4196,-0.073
leamovcalmovcaltesjz_,3287,0.1448,0.2178,-0.073
movpuspuspuspuspuspuspuspuscal...,2051,0.0754,0.1484,-0.073
movpuscalcalret,2069,0.0764,0.1494,-0.073
leamovmovcmpjz_,16766,0.9018,0.9751,-0.0733
pusmovpuscalpuscalpuscalpuscal...,1792,0.0607,0.134,-0.0733
puspuspusmovxorcmpjz_,2247,0.0861,0.1596,-0.0735
xormovmovxormovjmp,2117,0.0788,0.1523,-0.0735
cmpleajz_,19746,1.069,1.1426,-0.0736
lealeacmpjb_,4273,0.1998,0.2735,-0.0737
pusmovcmpmovjz_,4116,0.1909,0.2648,-0.0739
xormovadddecjnz,2153,0.0806,0.1546,-0.074
movmovdecmovmovsartesjz_,2041,0.0743,0.1483,-0.074
leapuspuscalmovtesjz_,2161,0.0809,0.1551,-0.0742
movxortesjle,17808,0.9598,1.034,-0.0742
pusmovpuspuscalmovtesjz_,2334,0.0906,0.1649,-0.0743
movcalcaltesjnz,4406,0.2069,0.2813,-0.0744
movcmpmovmovmovjz_,1983,0.0708,0.1452,-0.0744
pusmovcalmovcmpjnz,5976,0.2951,0.3695,-0.0744
movcdqandaddsarcmpjge,1810,0.0609,0.1356,-0.0747
incxchtesjz_,2601,0.1053,0.1801,-0.0748
cmpjnbmovmovcmpjnz,1812,0.0609,0.1358,-0.0749
movdecnegsbbaddpuscalmovcmpjz_,2564,0.1031,0.1781,-0.075
movmovmovpuspuspuspuspussubmov...,1963,0.0693,0.1444,-0.0751
leapuspuscalcmpjnz,2550,0.1022,0.1774,-0.0752
puspuspuspusmovmovmovcmpjz_,7573,0.3843,0.4596,-0.0753
movmovmovmovmovcalcmpjle,1859,0.0633,0.1387,-0.0754
movpusmovpuscaltesjnz,2721,0.1117,0.1871,-0.0754
fstfxcfldfstfstcalfxcfldfxcadd...,2448,0.0964,0.1718,-0.0754
fstfxcfstcalfxcfldaddret,2448,0.0964,0.1718,-0.0754
incincincincjmp,2366,0.0917,0.1672,-0.0755
movpusmovpusmovcmpjz_,4461,0.2093,0.2849,-0.0756
fstfstlearet,2453,0.0965,0.1722,-0.0757
movxorpoppoppopret,2409,0.094,0.1697,-0.0757
puspuscaladdtesjle,2620,0.1058,0.1816,-0.0758
movimumovcmpjz_,2224,0.0835,0.1594,-0.0759
pustesjz_,10503,0.5484,0.6245,-0.0761
pusmovpuspusmovmovmovtesjz_,7063,0.3552,0.4314,-0.0762
movincaddjmp,2749,0.1128,0.1891,-0.0763
movor_movcmpjnz,3385,0.1485,0.2248,-0.0763
incleacmpjnz,2653,0.1074,0.1837,-0.0763
incmovcmpjl_,13484,0.7155,0.7923,-0.0768
movxorincjmp,2480,0.0973,0.1743,-0.077
movlealeamovmovcmpjl_,1959,0.068,0.1451,-0.0771
movcalxormovmovaddpopret,1956,0.0678,0.1449,-0.0771
movpuspuspuspuscalpopret,2049,0.073,0.1501,-0.0771
puspusaddmovmovmovmovcalmovmov...,4080,0.187,0.2643,-0.0773
movandmovmovjmp,3494,0.1541,0.2314,-0.0773
puspuspuspuscalmovaddtesjnz,3173,0.1361,0.2134,-0.0773
puscalcalcmpjnz,1920,0.0655,0.1431,-0.0776
movcalmovmovcmpjl_,3124,0.1331,0.2108,-0.0777
movmovcalxormovjmp,3247,0.14,0.2177,-0.0777
pusmovpusxorcmpjnz,2706,0.1096,0.1873,-0.0777
calmovmovpoppopret,2726,0.1107,0.1884,-0.0777
movpcmpmotesjnz,3464,0.1521,0.2299,-0.0778
